"fabricante_oleo","modelo_oleo","viscosidade"
"MOBIL",NULL,"ISO VG 27"
"MOBIL",NULL,"ISO VG 32"
"MOBIL",NULL,"ISO VG 320"
"MOBIL",NULL,"ISO VG 45"
"MOBIL",NULL,"ISO VG 46"
"MOBIL",NULL,"ISO VG 460"
"MOBIL",NULL,"ISO VG 68"
"MOBIL",NULL,"ISO VG 680"
"MOBIL",NULL,"ISO VG 68 (duplicado)"
"MOBIL",NULL,"M 420"
"MOBIL",NULL,"M430"
"MOBIL",NULL,"mobil"
"MOBIL",NULL,"N 32"
"MOBIL",NULL,"NA"
"MOBIL",NULL,"NÃO INFORMADO"
"MOBIL",NULL,"NGLI 1-2"
"MOBIL",NULL,"NLGI 1"
"MOBIL",NULL,"NLGI 1-2"
"MOBIL",NULL,"NLGI 2"
"MOBIL",NULL,"PLUS 50 II"
"MOBIL",NULL,"Plus 85w140"
"MOBIL",NULL,"PM 220"
"MOBIL",NULL,"Polyrex EM"
"MOBIL",NULL,"S10"
"MOBIL",NULL,"S500"
"MOBIL",NULL,"S 80W90"
"MOBIL",NULL,"SAE 0W20"
"MOBIL",NULL,"SAE 0W40"
"MOBIL",NULL,"SAE 0W50"
"MOBIL",NULL,"SAE 10W"
"MOBIL",NULL,"SAE 10W30"
"MOBIL",NULL,"SAE 10W40"
"MOBIL",NULL,"SAE 140"
"MOBIL",NULL,"SAE 140."
"MOBIL",NULL,"SAE 15W30"
"MOBIL",NULL,"SAE 15W40"
"MOBIL",NULL,"SAE 15W50"
"MOBIL",NULL,"SAE 20W30"
"MOBIL",NULL,"SAE 20W40"
"MOBIL",NULL,"SAE 20W50"
"MOBIL",NULL,"SAE 30"
"MOBIL",NULL,"SAE 40"
"MOBIL",NULL,"SAE 46"
"MOBIL",NULL,"SAE 50"
"MOBIL",NULL,"SAE 5W30"
"MOBIL",NULL,"SAE 5W40"
"MOBIL",NULL,"SAE 75W80"
"MOBIL",NULL,"SAE 75W85"
"MOBIL",NULL,"SAE 75W90"
"MOBIL",NULL,"SAE 80"
"MOBIL",NULL,"SAE 80W140"
"MOBIL",NULL,"SAE 80W90"
"MOBIL",NULL,"SAE 85W140"
"MOBIL",NULL,"SAE 90"
"MOBIL",NULL,"SHC 100"
"MOBIL",NULL,"SHC 32"
"MOBIL",NULL,"TELLUS 46"
"MOBIL",NULL,"TELLUS 68"
"MOBIL",NULL,"TEXAMATIC B"
"MOBIL",NULL,"TO-30"
"MOBIL",NULL,"TURBINA R 68"
"MOBIL",NULL,"Ultra 40"
"MOBIL",NULL,"WB102"
"MOBIL",NULL,"XHP 222"
"MOBIL",NULL,"XHP 462"
"MOBIL",NULL,"ZH46"
"Mobil (inativo)","Mobilube HD 85W140","SAE 85W140"
"MOBILUBE",NULL,"-"
"MOBILUBE",NULL,"80W"
"MOBILUBE",NULL,"80W90"
"MOBILUBE",NULL,"85W90"
"MOBILUBE",NULL,"GX 80W90"
"MOBILUBE",NULL,"HD 30"
"MOBILUBE",NULL,"HD 85W140"
"MOBILUBE",NULL,"Plus 85w140"
"MOBILUBE",NULL,"SAE 10W30"
"MOBILUBE",NULL,"SAE 10W40"
"MOBILUBE",NULL,"SAE 15W40"
"MOBILUBE",NULL,"SAE 75W90"
"MOBILUBE",NULL,"SAE 80"
"MOBILUBE",NULL,"SAE 80W90"
"MOBILUBE",NULL,"SAE 85W140"
"Molybras",NULL,"-"
"Molybras",NULL,"220"
"Molybras",NULL,"ISO 220"
"Molybras",NULL,"ISO 320"
"Molybras",NULL,"ISO VG 220"
"Molybras",NULL,"ISO VG 320"
"MOLYGRAFIT",NULL,"ISO 320"
"MOLYGRAFIT",NULL,"ISO VG 220"
"MOLYGRAFIT",NULL,"ISO VG 320"
"MONTREAL",NULL,"SAE 10W30"
"MONTREAL",NULL,"SAE 15W40"
"MONTREAL",NULL,"SAE 85W140"
"MOPAR",NULL,"-"
"MOPAR",NULL,"1 ATF"
"MOPAR",NULL,"ATF"
"MOPAR",NULL,"SAE 5W30"
"MOPAR",NULL,"SAE 75W90"
"Motofix",NULL,"-"
"Motofix",NULL,"ISO 68"
"Motofix",NULL,"ISO VG 68"
"Motofix",NULL,"SAE 10W30"
"Motofix",NULL,"SAE 10W40"
"Motofix",NULL,"SAE 15W40"
"Motofix",NULL,"SAE 20W30"
"Motofix",NULL,"SAE 5W30"
"Motofix",NULL,"SAE 85W140"
"Motorcraft",NULL,"5W20"
"Motorcraft",NULL,"SAE 15W40"
"Motorcraft",NULL,"SAE 5W30"
"Motorcraft",NULL,"SAE 75W90"
"Motorcraft",NULL,"SAE 80W90"
"MOTUL","300V FACTORY LINE ROAD 4T","SAE 10W40"
"MOTUL",NULL,"-"
"MOTUL",NULL,"5W20"
"MOTUL",NULL,"5W40"
"MOTUL",NULL,"68"
"MOTUL",NULL,"75W"
"MOTUL",NULL,"80W90"
"MOTUL",NULL,"ATF"
"MOTUL",NULL,"ISO VG 460"
"MOTUL",NULL,"SAE 0W20"
"MOTUL",NULL,"SAE 10W30"
"MOTUL",NULL,"SAE 10W40"
"MOTUL",NULL,"SAE 10W50"
"MOTUL",NULL,"SAE 10W60"
"MOTUL",NULL,"SAE 15W40"
"MOTUL",NULL,"SAE 15W50"
"MOTUL",NULL,"SAE 20W50"
"MOTUL",NULL,"SAE 20W60"
"MOTUL",NULL,"SAE 40"
"MOTUL",NULL,"SAE 5W30"
"MOTUL",NULL,"SAE 85W140"
"MTU",NULL,"-"
"MTU",NULL,"AT102"
"MTU",NULL,"Coolant"
"MTU",NULL,"NÃO INFORMADO"
"MTU",NULL,"SAE 10W30"
"MTU",NULL,"SAE 15W40"
"MULTI MAK TURBO",NULL,"NÃO INFORMADO"
"MULT LUB",NULL,"68"
"MULT LUB",NULL,"ATF"
"MULT LUB",NULL,"HYGARD"
"MULT LUB",NULL,"SAE 10W30"
"Mycold Sintético",NULL,"68"
"Mycold Sintético",NULL,"ISO 68"
"Mycold Sintético",NULL,"ISO VG 320"
"Mycold Sintético",NULL,"ISO VG 68"
"NARDI",NULL,"ISO VG 46"
"NCH","Spectra Xtreme","SAE 15W40"
"NCH",NULL,"-"
"NCH",NULL,"80W90"
"NCH",NULL,"ISO 220"
"NCH",NULL,"ISO VG 320"
"NCH",NULL,"ISO VG 46"
"NCH",NULL,"NLGI 2"
"NCH",NULL,"SAE 10W30"
"NCH",NULL,"SAE 15W40"
"NCH",NULL,"SAE 85W140"
"New Holland",NULL,"-"
"New Holland",NULL,"50/50"
"New Holland",NULL,"68"
"New Holland",NULL,"80w140"
"New Holland",NULL,"85W90"
"New Holland",NULL,"Coolant"
"New Holland",NULL,"COOL-GARD"
"New Holland",NULL,"HD - A 85W90"
"New Holland",NULL,"HYGARD"
"New Holland",NULL,"ISO VG 46"
"New Holland",NULL,"ISO VG 68"
"New Holland",NULL,"ISO VG 68 (duplicado)"
"New Holland",NULL,"MASTERTRAN"
"New Holland",NULL,"mobil"
"New Holland",NULL,"NÃO INFORMADO"
"New Holland",NULL,"Óleo Diesel"
"New Holland",NULL,"S10"
"New Holland",NULL,"S500"
"New Holland",NULL,"SAE 10W30"
"New Holland",NULL,"SAE 15W30"
"New Holland",NULL,"SAE 15W40"
"New Holland",NULL,"SAE 20W40"
"New Holland",NULL,"SAE 85W140"
"Newlub",NULL,"SAE 10W"
"Newlub",NULL,"SAE 10W30"
"Newlub",NULL,"SAE 15W40"
"NIPPON",NULL,"68"
"Nippon Bonnoc",NULL,"-"
"Nippon Bonnoc",NULL,"220"
"Nippon Bonnoc",NULL,"68"
"Nippon Bonnoc",NULL,"NÃO INFORMADO"
"No Informado",NULL,"-"
"No Informado",NULL,"220"
"No Informado",NULL,"68"
"No Informado",NULL,"80W90"
"No Informado",NULL,"85W40"
"No Informado",NULL,"85W90"
"No Informado",NULL,"Coolant"
"No Informado",NULL,"DTO4"
"No Informado",NULL,"HD 85W140"
"No Informado",NULL,"HYGARD"
"No Informado",NULL,"ISO 46"
"No Informado",NULL,"ISO VG 46"
"No Informado",NULL,"ISO VG 460"
"No Informado",NULL,"ISO VG 68"
"No Informado",NULL,"NÃO INFORMADO"
"No Informado",NULL,"No Informado"
"No Informado",NULL,"Óleo Diesel"
"No Informado",NULL,"S10"
"No Informado",NULL,"S500"
"No Informado",NULL,"SAE 10W"
"No Informado",NULL,"SAE 10W30"
"No Informado",NULL,"SAE 15W30"
"No Informado",NULL,"SAE 15W40"
"No Informado",NULL,"SAE 30W"
"No Informado",NULL,"SAE 50"
"No Informado",NULL,"SAE 5W30"
"No Informado",NULL,"SAE 85W140"
"No Informado",NULL,"SHC 100"
"NYCO",NULL,"SAE 60"
"OIL-ALL XTREME",NULL,"-"
"OIL-ALL XTREME",NULL,"SAE 15W40"
"ORLEN",NULL,"ISO VG 32"
"PACCAR PARTS",NULL,"SAE 15W40"
"PAKELO",NULL,"80w140"
"PAKELO",NULL,"SAE 10W30"
"PAKELO",NULL,"SAE 15W40"
"PAKELO",NULL,"SAE 80W140"
"PANOLIN",NULL,"ISO VG 68"
"Panther",NULL,"80W95"
"Panther",NULL,"ISO 100"
"Panther",NULL,"ISO VG 150"
"Panther",NULL,"ISO VG 68"
"Panther",NULL,"NÃO INFORMADO"
"Panther",NULL,"SAE 10W30"
"Panther",NULL,"SAE 10W40"
"Panther",NULL,"SAE 15W40"
"Panther",NULL,"SAE 20"
"Panther",NULL,"SAE 30"
"Panther",NULL,"SAE 80W140"
"PARAFLU",NULL,"-"
"PARAFLU",NULL,"50/50"
"PARAFLU",NULL,"68"
"PARAFLU",NULL,"Collant"
"PARAFLU",NULL,"Coolant"
"PARAFLU",NULL,"Fluid DOT4"
"PARAFLU",NULL,"Fluide XLD FE"
"PARAFLU",NULL,"Glicol"
"PARAFLU",NULL,"ISO VG 1000"
"PARAFLU",NULL,"NA"
"PARAFLU",NULL,"NÃO INFORMADO"
"PARAFLU",NULL,"No Informado"
"PARAFLU",NULL,"SAE 0W16"
"PARAFLU",NULL,"SAE 30"
"PARAFLU",NULL,"SAE 5W30"
" Paratherm",NULL,"-"
" Paratherm",NULL,"ISO VG 32"
"PARINTINS",NULL,"80W85"
"PARINTINS",NULL,"SAE 10W30"
"PARINTINS",NULL,"SAE 10W40"
"PARINTINS",NULL,"SAE 50"
"PARINTINS",NULL,"SAE 85W140"
"PEAK",NULL,"SAE 10W30"
"PETBOW",NULL,"SAE 10W40"
"Petrobahia",NULL,"-"
"Petrobahia",NULL,"80W"
"Petrobahia",NULL,"DTE 27"
"Petrobahia",NULL,"ISO 68"
"Petrobahia",NULL,"ISO VG 68"
"Petrobahia",NULL,"Óleo Diesel"
"Petrobahia",NULL,"S10"
"Petrobahia",NULL,"S500"
"Petrobahia",NULL,"SAE 15W40"
"Petrobahia",NULL,"SAE 20W30"
"Petrobahia",NULL,"SAE 85W140"
"PETROBRAS","BIODIESEL B100","-"
"PETROBRAS","LUBRAX AVANTE","SAE 10W40"
"PETROBRAS","LUBRAX COMPSOR RF","ISO VG 68"
"PETROBRAS","LUBRAX COMPSOR XP","ISO VG 68"
"PETROBRAS","LUBRAX ESSENCIAL SL","SAE 15W40"
"PETROBRAS","LUBRAX ESSENCIAL SM","SAE 10W30"
"PETROBRAS","LUBRAX EXTRA TURBO","SAE 15W40"
"PETROBRAS","LUBRAX EXTRA TURBO CH4","SAE 15W40"
"PETROBRAS","LUBRAX EXTREMO","SAE 5W30"
"PETROBRAS","LUBRAX EXTREMO HD","SAE 5W30"
"PETROBRAS","LUBRAX GAS LA","SAE 40"
"PETROBRAS","LUBRAX GAS LA PRO","SAE 40"
"PETROBRAS","LUBRAX GAS MA","SAE 40"
"PETROBRAS","LUBRAX GEAR","ISO 220"
"PETROBRAS","LUBRAX GEAR","ISO 320"
"PETROBRAS","LUBRAX GEAR","ISO 460"
"PETROBRAS","LUBRAX GEAR","ISO VG 150"
"PETROBRAS","LUBRAX GEAR","ISO VG 46"
"PETROBRAS","LUBRAX GEAR","ISO VG 68"
"PETROBRAS","LUBRAX GEAR","ISO VG 680"
"PETROBRAS","LUBRAX GEAR PAO","ISO 220"
"PETROBRAS","LUBRAX GEAR PAO","ISO 320"
"PETROBRAS","LUBRAX GL 5","80W90"
"PETROBRAS","LUBRAX GL 5","SAE 85W140"
"PETROBRAS","LUBRAX GL5 LS","80W90"
"PETROBRAS","LUBRAX GOLD","SAE 75W90"
"PETROBRAS","LUBRAX GOLD ST","SAE 75W90"
"PETROBRAS","LUBRAX GOLD XP","75W80"
"PETROBRAS","LUBRAX GRANS HR","SAE 10W"
"PETROBRAS","LUBRAX GRANS TAC 3","SAE 30"
"PETROBRAS","LUBRAX GRANS TAC 4","SAE 10W"
"PETROBRAS","LUBRAX GRANS TAC 4","SAE 30"
"PETROBRAS","LUBRAX GRANS TAC 4","SAE 50"
"PETROBRAS","LUBRAX GRANS TAC 4","SAE 60"
"PETROBRAS","LUBRAX HYDRA","ISO VG 100"
"PETROBRAS","LUBRAX HYDRA","ISO VG 32"
"PETROBRAS","LUBRAX HYDRA","ISO VG 46"
"PETROBRAS","LUBRAX HYDRA","ISO VG 68"
"PETROBRAS","LUBRAX HYDRA HV","ISO VG 15"
"PETROBRAS","LUBRAX HYDRA HV","ISO VG 32"
"PETROBRAS","LUBRAX HYDRA HV","ISO VG 46"
"PETROBRAS","LUBRAX HYDRA HV","ISO VG 68"
"PETROBRAS","LUBRAX HYDRA XP","ISO VG 150"
"PETROBRAS","LUBRAX HYDRA XP","ISO VG 22"
"PETROBRAS","LUBRAX HYDRA XP","ISO VG 32"
"PETROBRAS","LUBRAX HYDRA XP","ISO VG 46"
"PETROBRAS","LUBRAX HYDRA XP","ISO VG 68"
"PETROBRAS","LUBRAX TOP TURBO","SAE 15W40"
"PETROBRAS","LUBRAX TOP TURBO PRO","SAE 15W40"
"PETROBRAS","LUBRAX TRM 235.12","SAE 80"
"PETROBRAS","LUBRAX TRM 235.12","SAE 90"
"PETROBRAS","LUBRAX TRM-5","SAE 85W140"
"PETROBRAS","LUBRAX TRM-5","SAE 90"
"PETROBRAS","LUBRAX TRM-5 HD","SAE 40"
"PETROBRAS","LUBRAX TURBINA","ISO VG 46"
"PETROBRAS","LUBRAX TURBINA","ISO VG 68"
"PETROBRAS","LUBRAX TURBINA EP","ISO VG 32"
"PETROBRAS","LUBRAX TURBINA EP","ISO VG 46"
"PETROBRAS","LUBRAX TURBINA EP","ISO VG 68"
"PETROBRAS","LUBRAX TURBINA PLUS","GRAU 86"
"PETROBRAS","LUBRAX TURBINA PLUS","ISO VG 150"
"PETROBRAS","LUBRAX TURBINA X","ISO VG 32"
"PETROBRAS","LUBRAX TURBO ME","SAE 50"
"PETROBRAS","LUBRAX UNITRACTOR","SAE 10W30"
"PETROBRAS","LUBRAX UTILE FPX","ISO VG 68"
"PETROBRAS","MARBRAX CAD 308","SAE 30"
"PETROBRAS","MARBRAX CCD 410","SAE 40"
"PETROBRAS","MARBRAX CCD 415","SAE 40"
"PETROBRAS",NULL,"-"
"PETROBRAS",NULL,"0,5"
"PETROBRAS",NULL,"1005"
"PETROBRAS",NULL,"10w50"
"PETROBRAS",NULL,"10W (inactive)"
"PETROBRAS",NULL,"2000"
"PETROBRAS",NULL,"20W20"
"PETROBRAS",NULL,"220"
"PETROBRAS",NULL,"220 EP"
"PETROBRAS",NULL,"26"
"PETROBRAS",NULL,"275 NC"
"PETROBRAS",NULL,"30W"
"PETROBRAS",NULL,"32"
"PETROBRAS",NULL,"320"
"PETROBRAS",NULL,"32 POE"
"PETROBRAS",NULL,"40 (INATIVO)"
"PETROBRAS",NULL,"460"
"PETROBRAS",NULL,"4600"
"PETROBRAS",NULL,"500"
"PETROBRAS",NULL,"50/50"
"PETROBRAS",NULL,"550"
"PETROBRAS",NULL,"5W40"
"PETROBRAS",NULL,"600 XP 100"
"PETROBRAS",NULL,"600 XP 68"
"PETROBRAS",NULL,"668"
"PETROBRAS",NULL,"68"
"PETROBRAS",NULL,"680"
"PETROBRAS",NULL,"75W80"
"PETROBRAS",NULL,"80W"
"PETROBRAS",NULL,"80w140"
"PETROBRAS",NULL,"80W90"
"PETROBRAS",NULL,"85W40"
"PETROBRAS",NULL,"85W90"
"PETROBRAS",NULL,"AC-1"
"PETROBRAS",NULL,"AC 10"
"PETROBRAS",NULL,"ACTIFULL OT"
"PETROBRAS",NULL,"AT102"
"PETROBRAS",NULL,"ATF"
"PETROBRAS",NULL,"AW 68 HLP"
"PETROBRAS",NULL,"Biodiesel B100"
"PETROBRAS",NULL,"Collant"
"PETROBRAS",NULL,"Coolant"
"PETROBRAS",NULL,"COOL-GARD"
"PETROBRAS",NULL,"DTE 27"
"PETROBRAS",NULL,"EP 2"
"PETROBRAS",NULL,"Glicol"
"PETROBRAS",NULL,"GRAU 440"
"PETROBRAS",NULL,"HD 50"
"PETROBRAS",NULL,"HD 85W140"
"PETROBRAS",NULL,"HIDROBAK HV 68"
"PETROBRAS",NULL,"HM68"
"PETROBRAS",NULL,"HV100"
"PETROBRAS",NULL,"HYGARD"
"PETROBRAS",NULL,"HY-TRAN"
"PETROBRAS",NULL,"ISO 100"
"PETROBRAS",NULL,"ISO 2"
"PETROBRAS",NULL,"ISO 220"
"PETROBRAS",NULL,"ISO 32"
"PETROBRAS",NULL,"ISO 320"
"PETROBRAS",NULL,"ISO 3200"
"PETROBRAS",NULL,"ISO 46"
"PETROBRAS",NULL,"ISO 460"
"PETROBRAS",NULL,"ISO 68"
"PETROBRAS",NULL,"ISO VG 10"
"PETROBRAS",NULL,"ISO VG 100"
"PETROBRAS",NULL,"ISO VG 150"
"PETROBRAS",NULL,"ISO VG 1500"
"PETROBRAS",NULL,"ISO VG 220"
"PETROBRAS",NULL,"ISO VG 32"
"PETROBRAS",NULL,"ISO VG 320"
"PETROBRAS",NULL,"ISO VG 46"
"PETROBRAS",NULL,"ISO VG 460"
"PETROBRAS",NULL,"ISO VG 68"
"PETROBRAS",NULL,"ISO VG 680"
"PETROBRAS",NULL,"ISO VG 7"
"PETROBRAS",NULL,"NA"
"PETROBRAS",NULL,"NÃO INFORMADO"
"PETROBRAS",NULL,"NGLI 2"
"PETROBRAS",NULL,"No Informado"
"PETROBRAS",NULL,"Oil H"
"PETROBRAS",NULL,"Óleo Diesel"
"PETROBRAS",NULL,"OMALA 150"
"PETROBRAS",NULL,"OMALA 220"
"PETROBRAS",NULL,"Plus 50"
"PETROBRAS",NULL,"PLUS 50 II"
"PETROBRAS",NULL,"ROTO Z"
"PETROBRAS",NULL,"S10"
"PETROBRAS",NULL,"S500"
"PETROBRAS",NULL,"SAE 0W16"
"PETROBRAS",NULL,"SAE 0W50"
"PETROBRAS",NULL,"SAE 10W"
"PETROBRAS",NULL,"SAE 10W30"
"PETROBRAS",NULL,"SAE 10W40"
"PETROBRAS",NULL,"SAE 10W50"
"PETROBRAS",NULL,"SAE 140"
"PETROBRAS",NULL,"SAE 15W30"
"PETROBRAS",NULL,"SAE 15W40"
"PETROBRAS",NULL,"SAE 15W60"
"PETROBRAS",NULL,"SAE 20W30"
"PETROBRAS",NULL,"SAE 20W50"
"PETROBRAS",NULL,"SAE 30"
"PETROBRAS",NULL,"SAE 40"
"PETROBRAS",NULL,"SAE 46"
"PETROBRAS",NULL,"SAE 50"
"PETROBRAS",NULL,"SAE 5W30"
"PETROBRAS",NULL,"SAE 60"
"PETROBRAS",NULL,"SAE 75W90"
"PETROBRAS",NULL,"SAE 80"
"PETROBRAS",NULL,"SAE 80W140"
"PETROBRAS",NULL,"SAE 80W90"
"PETROBRAS",NULL,"SAE 85W140"
"PETROBRAS",NULL,"SAE 90"
"PETROBRAS",NULL,"Techtrol"
"PETROBRAS",NULL,"TORQ GARD"
"PETROBRAS",NULL,"UTTO FLUID"
"PETRO CANADA",NULL,"ACTIFULL OT"
"PETRO CANADA",NULL,"ISO VG 46"
"PETRO-CANADA",NULL,"ISO VG 68"
"PETROFER",NULL,"HD 85W140"
"PETROFER",NULL,"SAE 40"
"PETROFER",NULL,"Torilis 6200"
"PETROL",NULL,"68"
"PETROL",NULL,"80W90"
"PETROL",NULL,"ISO VG 32"
"PETROL",NULL,"ISO VG 68"
"PETROL",NULL,"SAE 15W40"
